sector,symbol,event_id,event_name,t0_date,recovery_time
Health Care subset extended,ONVO,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Health Care subset extended,PDLI,E001,September 11 attacks,2001-09-11,30.0
Health Care subset extended,PDLI,E002,Hurricane Katrina,2005-08-29,2.0
Health Care subset extended,PDLI,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,24.0
Health Care subset extended,PDLI,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Health Care subset extended,RIOT,E005,U.S. presidential election (Trump elected),2016-11-08,3.0
Health Care subset extended,RIOT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Health Care subset extended,SESN,E005,U.S. presidential election (Trump elected),2016-11-08,
Health Care subset extended,TRVN,E005,U.S. presidential election (Trump elected),2016-11-08,111.0
Health Care subset extended,TRVN,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,20.0
Health Care subset extended,TTOO,E005,U.S. presidential election (Trump elected),2016-11-08,100.0
Health Care subset extended,TTOO,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Health Care subset extended,VKTX,E005,U.S. presidential election (Trump elected),2016-11-08,
Health Care subset extended,VKTX,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Health Care subset extended,VRAY,E005,U.S. presidential election (Trump elected),2016-11-08,6.0
Health Care subset extended,VRAY,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,
Health Care subset extended,VSTM,E005,U.S. presidential election (Trump elected),2016-11-08,28.0
Health Care subset extended,VSTM,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Health Care subset extended,WBA,E001,September 11 attacks,2001-09-11,18.0
Health Care subset extended,WBA,E002,Hurricane Katrina,2005-08-29,70.0
Health Care subset extended,WBA,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,2.0
Health Care subset extended,WBA,E005,U.S. presidential election (Trump elected),2016-11-08,
Health Care subset extended,WBA,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Technology subset extended,AAOI,E005,U.S. presidential election (Trump elected),2016-11-08,63.0
Technology subset extended,AAOI,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Technology subset extended,AAPL,E001,September 11 attacks,2001-09-11,31.0
Technology subset extended,AAPL,E002,Hurricane Katrina,2005-08-29,
Technology subset extended,AAPL,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,71.0
Technology subset extended,AAPL,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,4.0
Technology subset extended,AAPL,E005,U.S. presidential election (Trump elected),2016-11-08,13.0
Technology subset extended,AMAT,E001,September 11 attacks,2001-09-11,64.0
Technology subset extended,AMAT,E002,Hurricane Katrina,2005-08-29,2.0
Technology subset extended,AMAT,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,44.0
Technology subset extended,AMAT,E005,U.S. presidential election (Trump elected),2016-11-08,7.0
Technology subset extended,AMAT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,26.0
Technology subset extended,AMD,E001,September 11 attacks,2001-09-11,53.0
Technology subset extended,AMD,E002,Hurricane Katrina,2005-08-29,3.0
Technology subset extended,AMD,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Technology subset extended,AMD,E005,U.S. presidential election (Trump elected),2016-11-08,8.0
Technology subset extended,AMD,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,11.0
Technology subset extended,AMRH,E005,U.S. presidential election (Trump elected),2016-11-08,
Technology subset extended,AMRH,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,17.0
Technology subset extended,APPN,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Technology subset extended,CSCO,E001,September 11 attacks,2001-09-11,25.0
Technology subset extended,CSCO,E002,Hurricane Katrina,2005-08-29,3.0
Technology subset extended,CSCO,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,178.0
Technology subset extended,CSCO,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Technology subset extended,CSCO,E005,U.S. presidential election (Trump elected),2016-11-08,79.0
Technology subset extended,CSCO,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Technology subset extended,ENPH,E005,U.S. presidential election (Trump elected),2016-11-08,28.0
Technology subset extended,ENPH,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,11.0
Technology subset extended,FB,E005,U.S. presidential election (Trump elected),2016-11-08,62.0
Technology subset extended,FIVN,E005,U.S. presidential election (Trump elected),2016-11-08,3.0
Technology subset extended,FIVN,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Technology subset extended,FSCT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Technology subset extended,GDS,E005,U.S. presidential election (Trump elected),2016-11-08,14.0
Technology subset extended,GDS,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,12.0
Technology subset extended,GIGM,E001,September 11 attacks,2001-09-11,30.0
Technology subset extended,GIGM,E002,Hurricane Katrina,2005-08-29,70.0
Technology subset extended,GIGM,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,
Technology subset extended,GIGM,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,4.0
Technology subset extended,GIGM,E005,U.S. presidential election (Trump elected),2016-11-08,13.0
Technology subset extended,GIGM,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Technology subset extended,INPX,E005,U.S. presidential election (Trump elected),2016-11-08,6.0
Technology subset extended,INPX,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,11.0
Technology subset extended,INTC,E001,September 11 attacks,2001-09-11,45.0
Technology subset extended,INTC,E002,Hurricane Katrina,2005-08-29,10.0
Technology subset extended,INTC,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,23.0
Technology subset extended,INTC,E005,U.S. presidential election (Trump elected),2016-11-08,7.0
Technology subset extended,INTC,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Technology subset extended,IOTS,E005,U.S. presidential election (Trump elected),2016-11-08,58.0
Technology subset extended,LKCO,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,14.0
Technology subset extended,MDB,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Technology subset extended,MSFT,E001,September 11 attacks,2001-09-11,25.0
Technology subset extended,MSFT,E002,Hurricane Katrina,2005-08-29,74.0
Technology subset extended,MSFT,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,2.0
Technology subset extended,MSFT,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,11.0
Technology subset extended,MSFT,E005,U.S. presidential election (Trump elected),2016-11-08,9.0
Technology subset extended,MSFT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,17.0
Technology subset extended,MU,E001,September 11 attacks,2001-09-11,86.0
Technology subset extended,MU,E002,Hurricane Katrina,2005-08-29,
Technology subset extended,MU,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,4.0
Technology subset extended,MU,E005,U.S. presidential election (Trump elected),2016-11-08,3.0
Technology subset extended,MU,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,11.0
Technology subset extended,OSPN,E001,September 11 attacks,2001-09-11,88.0
Technology subset extended,OSPN,E002,Hurricane Katrina,2005-08-29,52.0
Technology subset extended,OSPN,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,14.0
Technology subset extended,OSPN,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Technology subset extended,OSPN,E005,U.S. presidential election (Trump elected),2016-11-08,105.0
Technology subset extended,OSPN,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Technology subset extended,PFPT,E005,U.S. presidential election (Trump elected),2016-11-08,59.0
Technology subset extended,PFPT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,10.0
Technology subset extended,QCOM,E001,September 11 attacks,2001-09-11,35.0
Technology subset extended,QCOM,E002,Hurricane Katrina,2005-08-29,3.0
Technology subset extended,QCOM,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,27.0
Technology subset extended,QCOM,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,4.0
Technology subset extended,QCOM,E005,U.S. presidential election (Trump elected),2016-11-08,14.0
Technology subset extended,QCOM,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,32.0
Technology subset extended,SFET,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,
Technology subset extended,SIFY,E001,September 11 attacks,2001-09-11,14.0
Technology subset extended,SIFY,E002,Hurricane Katrina,2005-08-29,14.0
Technology subset extended,SIFY,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,7.0
Technology subset extended,SIFY,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Technology subset extended,SIFY,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,20.0
Technology subset extended,TEUM,E001,September 11 attacks,2001-09-11,35.0
Technology subset extended,TEUM,E002,Hurricane Katrina,2005-08-29,85.0
Technology subset extended,TEUM,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,84.0
Technology subset extended,TEUM,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,4.0
Technology subset extended,TEUM,E005,U.S. presidential election (Trump elected),2016-11-08,3.0
Technology subset extended,TEUM,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Technology subset extended,TTD,E005,U.S. presidential election (Trump elected),2016-11-08,
Technology subset extended,TTD,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Technology subset extended,VERI,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,6.0
Technology subset extended,WATT,E005,U.S. presidential election (Trump elected),2016-11-08,14.0
Technology subset extended,WATT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,20.0
Technology subset extended,ZNGA,E005,U.S. presidential election (Trump elected),2016-11-08,3.0
Technology subset extended,ZNGA,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Transportation subset extended,AAL,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,10.0
Transportation subset extended,AAL,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Transportation subset extended,AAL,E005,U.S. presidential election (Trump elected),2016-11-08,127.0
Transportation subset extended,AAL,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,12.0
Transportation subset extended,AIRT,E001,September 11 attacks,2001-09-11,46.0
Transportation subset extended,AIRT,E002,Hurricane Katrina,2005-08-29,2.0
Transportation subset extended,AIRT,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,17.0
Transportation subset extended,AIRT,E005,U.S. presidential election (Trump elected),2016-11-08,9.0
Transportation subset extended,CHRW,E001,September 11 attacks,2001-09-11,18.0
Transportation subset extended,CHRW,E002,Hurricane Katrina,2005-08-29,2.0
Transportation subset extended,CHRW,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,2.0
Transportation subset extended,CHRW,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Transportation subset extended,CHRW,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,CHRW,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Transportation subset extended,CSX,E001,September 11 attacks,2001-09-11,31.0
Transportation subset extended,CSX,E002,Hurricane Katrina,2005-08-29,31.0
Transportation subset extended,CSX,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,2.0
Transportation subset extended,CSX,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,4.0
Transportation subset extended,CSX,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,CSX,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Transportation subset extended,CTRM,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Transportation subset extended,CYRX,E002,Hurricane Katrina,2005-08-29,4.0
Transportation subset extended,CYRX,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,9.0
Transportation subset extended,CYRX,E005,U.S. presidential election (Trump elected),2016-11-08,142.0
Transportation subset extended,CYRX,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Transportation subset extended,ESEA,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,
Transportation subset extended,ESEA,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,ESEA,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,7.0
Transportation subset extended,EXPD,E001,September 11 attacks,2001-09-11,87.0
Transportation subset extended,EXPD,E002,Hurricane Katrina,2005-08-29,16.0
Transportation subset extended,EXPD,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,20.0
Transportation subset extended,EXPD,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Transportation subset extended,EXPD,E005,U.S. presidential election (Trump elected),2016-11-08,2.0
Transportation subset extended,EXPD,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Transportation subset extended,GLBS,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
Transportation subset extended,JBHT,E001,September 11 attacks,2001-09-11,98.0
Transportation subset extended,JBHT,E002,Hurricane Katrina,2005-08-29,2.0
Transportation subset extended,JBHT,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,3.0
Transportation subset extended,JBHT,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,JBHT,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,12.0
Transportation subset extended,JBLU,E002,Hurricane Katrina,2005-08-29,14.0
Transportation subset extended,JBLU,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,84.0
Transportation subset extended,JBLU,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,JBLU,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,12.0
Transportation subset extended,ODFL,E001,September 11 attacks,2001-09-11,21.0
Transportation subset extended,ODFL,E002,Hurricane Katrina,2005-08-29,18.0
Transportation subset extended,ODFL,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,
Transportation subset extended,ODFL,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Transportation subset extended,ODFL,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,ODFL,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,11.0
Transportation subset extended,PANL,E005,U.S. presidential election (Trump elected),2016-11-08,42.0
Transportation subset extended,PANL,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,42.0
Transportation subset extended,PTSI,E001,September 11 attacks,2001-09-11,88.0
Transportation subset extended,PTSI,E002,Hurricane Katrina,2005-08-29,25.0
Transportation subset extended,PTSI,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,29.0
Transportation subset extended,PTSI,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,13.0
Transportation subset extended,PXS,E005,U.S. presidential election (Trump elected),2016-11-08,14.0
Transportation subset extended,PXS,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,20.0
Transportation subset extended,RYAAY,E001,September 11 attacks,2001-09-11,31.0
Transportation subset extended,RYAAY,E002,Hurricane Katrina,2005-08-29,4.0
Transportation subset extended,RYAAY,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,2.0
Transportation subset extended,RYAAY,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,50.0
Transportation subset extended,RYAAY,E005,U.S. presidential election (Trump elected),2016-11-08,24.0
Transportation subset extended,SHIP,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,14.0
Transportation subset extended,SINO,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,86.0
Transportation subset extended,SINO,E005,U.S. presidential election (Trump elected),2016-11-08,2.0
Transportation subset extended,SINO,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,14.0
Transportation subset extended,TOPS,E002,Hurricane Katrina,2005-08-29,43.0
Transportation subset extended,TOPS,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,9.0
Transportation subset extended,TOPS,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,3.0
Transportation subset extended,TOPS,E005,U.S. presidential election (Trump elected),2016-11-08,56.0
Transportation subset extended,TOPS,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,14.0
Transportation subset extended,UAL,E004,2008 financial crisis (Lehman Brothers bankruptcy),2008-09-15,35.0
Transportation subset extended,UAL,E005,U.S. presidential election (Trump elected),2016-11-08,
Transportation subset extended,UAL,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,84.0
Transportation subset extended,WERN,E001,September 11 attacks,2001-09-11,43.0
Transportation subset extended,WERN,E002,Hurricane Katrina,2005-08-29,2.0
Transportation subset extended,WERN,E003,iPhone announcement (Steve Jobs keynote),2007-01-09,2.0
Transportation subset extended,WERN,E005,U.S. presidential election (Trump elected),2016-11-08,163.0
Transportation subset extended,WERN,E006,COVID-19 pandemic (U.S. national emergency declaration),2020-03-13,4.0
